AT	GO	contig	O_sativa_locus_annotation	ProbeName	TargetID	Variance_population_Oil_	Variance_Residual	SumVariance	SampleVariance	PropVar_population_Oil_	PropVar_Residual	RSquare	N2RLL	AIC	AICC	BIC	F_T3_Oil	F_T3_State	NDF_T3_Oil	NDF_T3_State	DDF_T3_Oil	DDF_T3_State	PrF_T3_Oil	PrF_T3_State	NLP_T3_Oil	NLP_T3_State	Sig Index PrF_T3_Oil	Sig Index PrF_T3_State	Sum Sig Index for F-Tests	Avg Sig Index for F-Tests
AT3G20770	GO:0000303/GO:0009863/GO:0010182/GO:0005515/GO:0009651/GO:0048825/GO:0003700/GO:0042742/GO:0009873/GO:0005515/GO:0005634/GO:0005634/GO:0009873/GO:0003677/GO:0042742/GO:0009755/GO:0005515/GO:0003700/GO:0009737/GO:0009873/GO:0009723/GO:0009733/GO:0009751/GO:0005634/GO:0010182/GO:0009755/GO:0009873/GO:0010182/GO:0006355/GO:0006487/GO:0009743/GO:0005515/GO:0006487/GO:0009873/GO:0003700/GO:0005634/GO:0003700/GO:0071281/GO:0005634/GO:0006487/GO:0006355/GO:0003700/GO:0009873/GO:0009873/GO:0007165/GO:0009863/GO:0010182/GO:0005515/GO:0009639/GO:0008219/GO:0009651/GO:0009873/GO:0006355	S_alt_contig11165	LOC_Os03g20790.1|13103.m02493|cDNA	CUST_14224_PI428634872	S_alt_contig11165	0.076499	0.079542	0.156041292	0.3561037391	0.490251	0.509749	0.8057143995	23.7	27.7	28.1	27.3	2.62	13.09	1	1	33	33	0.1152	0.0010	0.9385940375	3.0092621687	0	1	1	0.5
AT3G20770	GO:0000303/GO:0009863/GO:0010182/GO:0005515/GO:0009651/GO:0048825/GO:0003700/GO:0042742/GO:0009873/GO:0005515/GO:0005634/GO:0005634/GO:0009873/GO:0003677/GO:0042742/GO:0009755/GO:0005515/GO:0003700/GO:0009737/GO:0009873/GO:0009723/GO:0009733/GO:0009751/GO:0005634/GO:0010182/GO:0009755/GO:0009873/GO:0010182/GO:0006355/GO:0006487/GO:0009743/GO:0005515/GO:0006487/GO:0009873/GO:0003700/GO:0005634/GO:0003700/GO:0071281/GO:0005634/GO:0006487/GO:0006355/GO:0003700/GO:0009873/GO:0009873/GO:0007165/GO:0009863/GO:0010182/GO:0005515/GO:0009639/GO:0008219/GO:0009651/GO:0009873/GO:0006355	S_alt_contig11170	LOC_Os03g20790.1|13103.m02493|cDNA	CUST_14227_PI428634872	S_alt_contig11170	0	0.017828	0.017827667	0.0355945911	0	1	0.5277669256	-31.4	-29.4	-29.3	-29.6	34.56	2.32	1	1	33	33	<.0001	0.1374	5.8609286099	0.8619526197	1	0	1	0.5
AT1G63000	GO:0048046/GO:0010489/GO:0009506/GO:0010490/GO:0008831/GO:0000166/GO:0005886/GO:0045226/GO:0010253/GO:0010253/GO:0045226/GO:0008830/GO:0005829/GO:0008831/GO:0019305/GO:0019305	S_alt_contig11193	LOC_Os02g45540.1|13102.m05109|cDNA	CUST_14236_PI428634872	S_alt_contig11193	0.023469	0.028316	0.0517849832	0.0940658388	0.453201	0.546799	0.7376605888	-10.8	-6.8	-6.4	-7.2	0.00	11.44	1	1	33	33	0.9865	0.0019	0.0059040815	2.72987287	0	1	1	0.5
AT5G35320	GO:0008150/GO:0009408/GO:0005634/GO:0006457/GO:0042542/GO:0009644/GO:0006457/GO:0003674/GO:0009408/GO:0006457	S_alt_contig11196	LOC_Os02g04860.1|13102.m00518|cDNA	CUST_14238_PI428634872	S_alt_contig11196	0.039096	0.027823	0.0669191822	0.1178996384	0.584223	0.415777	0.7955756834	-10.0	-6.0	-5.6	-6.4	0.00	9.54	1	1	33	33	0.9786	0.0041	0.0093885652	2.3922179301	0	1	1	0.5
AT4G20980	GO:0006413/GO:0005737/GO:0006413/GO:0006413/GO:0006413/GO:0006413/GO:0005737/GO:0005737/GO:0003743/GO:0003743/GO:0003743/GO:0006413/GO:0006413/GO:0005737/GO:0006413/GO:0006413/GO:0006413/GO:0003743/GO:0006413/GO:0006413/GO:0006413/GO:0003743/GO:0006413/GO:0006413	S_alt_contig11198	LOC_Os05g49150.1|13105.m05254|cDNA	CUST_14239_PI428634872	S_alt_contig11198	0.000854	0.022308	0.0231616514	0.0503059111	0.036873	0.963127	0.5890003535	-23.4	-19.4	-19.0	-19.8	3.66	33.13	1	1	33	33	0.0644	<.0001	1.1909147371	5.7030508962	0	1	1	0.5
AT2G23460	GO:0031234/GO:0007186/GO:0010555/GO:0001664/GO:0003924/GO:0006184/GO:0009750/GO:0007188/GO:0031234/GO:0005834/GO:0004871/GO:0005634/GO:0019001/GO:0009737/GO:0007186/GO:0007165/GO:2000067/GO:0005834/GO:0006184/GO:0005886/GO:0004871/GO:0009744/GO:0009749/GO:0031234/GO:0004871/GO:0005834/GO:0031683	S_alt_contig11200	LOC_Os12g40190.1|13112.m04177|cDNA	CUST_14241_PI428634872	S_alt_contig11200	0	0.031271	0.0312709045	0.0514726821	0	1	0.4271913852	-12.8	-10.8	-10.7	-11.0	24.59	0.02	1	1	33	33	<.0001	0.8978	4.6819546687	0.0468072855	1	0	1	0.5
NA		S_alt_contig11213_RC	LOC_Os06g14412.1|13106.m01593|cDNA expressed protein	CUST_14249_PI428634872	S_alt_contig11213_RC	0.004694	0.207837	0.2125309618	0.4784993949	0.022086	0.977914	0.5949112569	50.0	54.0	54.4	53.6	40.89	0.65	1	1	33	33	<.0001	0.4252	6.5180154969	0.371405457	1	0	1	0.5
AT3G14750	GO:0048573/GO:0008150/GO:0005634/GO:0003674/GO:0048573	S_alt_contig11216_RC	LOC_Os07g32450.1|13107.m03290|cDNA protein kinase PKN/PRK1, effector, putative, expressed	CUST_14251_PI428634872	S_alt_contig11216_RC	0.007674	0.066427	0.0741014084	0.1147951865	0.103567	0.896433	0.4747157342	13.6	17.6	18.0	17.2	15.00	0.00	1	1	33	33	0.0005	0.9685	3.317578491	0.0138996968	1	0	1	0.5
AT1G53280	GO:0009507/GO:0046685/GO:0009570/GO:0006486/GO:0009570/GO:0006486/GO:0006486/GO:0009507/GO:0009570/GO:0008150/GO:0009570/GO:0009507	S_alt_contig11217	LOC_Os06g34040.1|13106.m03517|cDNA	CUST_14252_PI428634872	S_alt_contig11217	0.003288	0.016457	0.0197453054	0.0276205186	0.166525	0.833475	0.4660587165	-31.7	-27.7	-27.3	-28.1	8.26	1.81	1	1	33	33	0.0070	0.1881	2.1534338374	0.7256243681	1	0	1	0.5
AT3G28715	GO:0005773/GO:0015078/GO:0046961/GO:0033179/GO:0005774/GO:0015991/GO:0033177/GO:0005774/GO:0015992/GO:0005773/GO:0005794/GO:0015991/GO:0033179/GO:0005773/GO:0005774/GO:0033177/GO:0009506/GO:0046961/GO:0015078/GO:0015991/GO:0005773/GO:0015991	S_alt_contig11224	LOC_Os01g40470.1|13101.m04144|cDNA	CUST_14255_PI428634872	S_alt_contig11224	0.003738	0.028657	0.0323946522	0.0664925509	0.115379	0.884621	0.6098644721	-14.0	-10.0	-9.6	-10.4	25.69	0.03	1	1	33	33	<.0001	0.8542	4.822301519	0.0684348944	1	0	1	0.5
AT5G61380	GO:0006355/GO:0009639/GO:0006355/GO:0005634/GO:0005515/GO:0003700/GO:0006355/GO:0003677/GO:0006355/GO:0007623/GO:0005634/GO:0005515/GO:0006355/GO:0042752/GO:0048574/GO:0005515/GO:0000156/GO:0006355/GO:0005515/GO:0006355/GO:0005634/GO:0000160/GO:0005515/GO:0000156/GO:0006351/GO:0006355/GO:0007623/GO:0006355/GO:0007623/GO:0010629/GO:0005634/GO:0010031/GO:0005515/GO:0048574/GO:0005515	S_alt_contig11227	LOC_Os02g40510.1|13102.m04515|cDNA	CUST_14257_PI428634872	S_alt_contig11227	0.015789	0.074375	0.0901643718	5.3464725696	0.175113	0.824887	0.9900524602	5.5	9.5	12.5	9.1	276.68	293.07	1	1	7	7	<.0001	<.0001	6.1589267625	6.2445476059	1	1	2	1
AT5G09410	GO:0005516/GO:0005634/GO:0005516/GO:0003677/GO:0005634/GO:0005634/GO:0006355/GO:0045893/GO:0045893/GO:0005634/GO:0003677/GO:0006355/GO:0005634/GO:0050826/GO:0006355/GO:0045893/GO:0005634/GO:0003677/GO:0050826	S_alt_contig11228_RC	LOC_Os07g43030.1|13107.m04518|cDNA	CUST_14258_PI428634872	S_alt_contig11228_RC	0	0.09617	0.096170466	0.1595066557	0	1	0.431528356	24.2	26.2	26.4	26.0	2.70	22.35	1	1	33	33	0.1101	<.0001	0.958356762	4.3869477385	0	1	1	0.5
AT3G53570	GO:0005739/GO:0004713/GO:0006355/GO:0005524/GO:0004674/GO:0004672/GO:0005524/GO:0016301/GO:0004713/GO:0005524/GO:0004674/GO:0004672/GO:0006468/GO:0004674/GO:0005524/GO:0016772/GO:0006355/GO:0045727/GO:0005524/GO:0006468/GO:0004672/GO:0004674/GO:0004674/GO:0004672/GO:0004713/GO:0006468/GO:0006468/GO:0005634/GO:0006468/GO:0006468/GO:0016772/GO:0004672/GO:0004672/GO:0004713/GO:0005739/GO:0006468/GO:0006355/GO:0004674/GO:0004674/GO:0004674/GO:0004672/GO:0006468/GO:0005524/GO:0005524/GO:0045727/GO:0005524/GO:0016772/GO:0006468/GO:0005515/GO:0006468/GO:0004672/GO:0045727/GO:0016772/GO:0005739/GO:0004713/GO:0006468/GO:0004713/GO:0006468	S_alt_contig11241	LOC_Os01g62080.1|13101.m06641|cDNA serine/threonine-protein kinase AFC1, putative, expressed	CUST_14263_PI428634872	S_alt_contig11241	0	0.009056	0.0090561529	0.0128679528	0	1	0.3364400219	-53.7	-51.7	-51.6	-51.9	10.57	6.16	1	1	33	33	0.0026	0.0184	2.5776422441	1.7363382299	1	0	1	0.5
AT5G20730	GO:0046983/GO:0003677/GO:0009733/GO:0046983/GO:0045893/GO:0006355/GO:0009741/GO:0009733/GO:0006355/GO:0003700/GO:0040008/GO:0006355/GO:0045893/GO:0006355/GO:0005515/GO:0006355/GO:0009785/GO:0005634/GO:0005634/GO:0005634/GO:0006355/GO:0009725/GO:0009785/GO:0048527/GO:0009785/GO:0009725/GO:0005634/GO:0046983/GO:0005515/GO:0005634/GO:0048366/GO:0009723/GO:0006355/GO:0009638/GO:0006355/GO:0006355/GO:0009630/GO:0006355/GO:0009725/GO:0003677/GO:0005634/GO:0006355/GO:0005515/GO:0009630/GO:0005515/GO:0009733/GO:0006355/GO:0048527/GO:0003677/GO:0010311/GO:0009733/GO:0003677/GO:0045893/GO:0005634	S_alt_contig11245	LOC_Os02g04810.1|13102.m00513|cDNA	CUST_14266_PI428634872	S_alt_contig11245	0.057193	0.056737	0.1139297951	0.1853404693	0.502001	0.497999	0.7338861856	12.7	16.7	17.1	16.3	0.06	8.91	1	1	33	33	0.8131	0.0053	0.0898765907	2.2747518848	0	1	1	0.5
NA		S_alt_contig11249_RC	LOC_Os10g18364.1|13110.m01509|cDNA	CUST_14269_PI428634872	S_alt_contig11249_RC	0.003083	0.023061	0.0261434716	0.0838859412	0.117915	0.882085	0.7512903093	-21.1	-17.1	-16.7	-17.5	31.80	19.20	1	1	33	33	<.0001	0.0001	5.553920276	3.9487900178	1	1	2	1
AT5G23630	GO:0010413/GO:0016036/GO:0003824/GO:0005524/GO:0005783/GO:0019829/GO:0000166/GO:0046872/GO:0019829/GO:0016820/GO:0016820/GO:0006891/GO:0010413/GO:0006812/GO:0006891/GO:0045492/GO:0015662/GO:0048867/GO:0005524/GO:0016887/GO:0005886/GO:0019829/GO:0006944/GO:0006888/GO:0008152/GO:0010152/GO:0005783/GO:0015662/GO:0019829/GO:0005783/GO:0006888/GO:0045492/GO:0010073/GO:0009846/GO:0006875/GO:0016036/GO:0006944	S_alt_contig11253_RC	LOC_Os05g33390.1|13105.m03451|cDNA	CUST_14273_PI428634872	S_alt_contig11253_RC	0.000499	0.019815	0.0203136549	0.0373282123	0.024549	0.975451	0.5054715115	-27.5	-23.5	-23.1	-23.9	22.74	5.48	1	1	33	33	<.0001	0.0255	4.4390987103	1.5941023466	1	0	1	0.5
AT1G11860	GO:0022626/GO:0005737/GO:0022626/GO:0009534/GO:0006546/GO:0005739/GO:0022626/GO:0048046/GO:0009570/GO:0016117/GO:0009926/GO:0009570/GO:0006546/GO:0019344/GO:0008361/GO:0004047/GO:0006546/GO:0009570/GO:0009534/GO:0009534/GO:0004047/GO:0009658/GO:0048481/GO:0009507/GO:0005739/GO:0009941/GO:0040007/GO:0046686/GO:0009570/GO:0042744/GO:0007389/GO:0005737/GO:0022626/GO:0009658/GO:0009941/GO:0022626/GO:0006546/GO:0005739/GO:0009941/GO:0009941/GO:0046686/GO:0005737/GO:0022626/GO:0010015/GO:0042744/GO:0046686/GO:0006546/GO:0004047/GO:0009507/GO:0005739/GO:0009941/GO:0010075/GO:0006546/GO:0016020/GO:0009534/GO:0042744/GO:0048046/GO:0022626/GO:0016020/GO:0005739/GO:0019344/GO:0009941/GO:0008361/GO:0004047/GO:0016117/GO:0006546/GO:0009941/GO:0022626/GO:0009941/GO:0006546	S_alt_contig11256	LOC_Os04g53230.1|13104.m05476|cDNA	CUST_14275_PI428634872	S_alt_contig11256	0.208069	0.073857	0.2819261139	0.7005623652	0.738028	0.261972	0.9091310838	24.2	28.2	28.6	27.8	11.63	2.23	1	1	33	33	0.0017	0.1445	2.7627567178	0.8401525937	1	0	1	0.5
AT2G15730	GO:0005794/GO:0003674/GO:0008150	S_alt_contig11266_RC	LOC_Os07g44960.2|13107.m04733|cDNA nodulation protein-related, putative, expressed	CUST_14282_PI428634872	S_alt_contig11266_RC	0	0.943239	0.9432388047	1.9511815	0	1	0.5458788347	93.8	95.8	95.9	95.6	31.03	8.97	1	1	31	31	<.0001	0.0054	5.3784274098	2.2708637932	1	1	2	1
AT3G04780	GO:0005737/GO:0009055/GO:0015035/GO:0006662/GO:0045454	S_alt_contig11271	LOC_Os03g58130.1|13103.m06385|cDNA thioredoxin, putative, expressed	CUST_14285_PI428634872	S_alt_contig11271	0.002018	0.006278	0.0082956305	0.0152850623	0.243227	0.756773	0.6359310513	-62.6	-58.6	-58.2	-59.0	7.95	7.91	1	1	33	33	0.0081	0.0082	2.0927740302	2.0847747709	1	1	2	1
AT3G12070	GO:0005829/GO:0005829/GO:0003824/GO:0003824	S_alt_contig11281	LOC_Os08g40140.2|13108.m04289|cDNA	CUST_14290_PI428634872	S_alt_contig11281	0.010155	0.10505	0.115204685	0.1713895139	0.088149	0.911851	0.4413821195	28.5	32.5	32.9	32.1	13.25	0.91	1	1	33	33	0.0009	0.3483	3.0346585679	0.4580134	1	0	1	0.5
AT5G38630	GO:0009749/GO:0016021/GO:0009744/GO:0005794/GO:0016021/GO:0008805/GO:0009750	S_alt_contig11285	LOC_Os08g29520.1|13108.m03050|cDNA cytochrome b561, putative, expressed	CUST_14294_PI428634872	S_alt_contig11285	0.004382	0.009742	0.0141243422	0.0795126151	0.310272	0.689728	0.8921431635	-47.4	-43.4	-43.0	-43.8	64.96	1.16	1	1	33	33	<.0001	0.2900	8.5742747136	0.5376737758	1	0	1	0.5
AT3G15140	GO:0005739/GO:0009220/GO:0004527/GO:0005622/GO:0009220	S_alt_contig11292	LOC_Os01g17279.1|13101.m01934|cDNA	CUST_14300_PI428634872	S_alt_contig11292	0	0.018467	0.0184665492	0.0271093507	0	1	0.3577375579	-30.2	-28.2	-28.1	-28.4	7.11	11.27	1	1	33	33	0.0118	0.0020	1.928506522	2.7002924611	0	1	1	0.5
AT1G17210	GO:0008270/GO:0006635/GO:0005829/GO:0005634/GO:0016558/GO:0005634/GO:0006635/GO:0005634/GO:0009524/GO:0009524/GO:0016558/GO:0016558	S_alt_contig11299	LOC_Os07g05610.4|13107.m00521|cDNA zinc ion binding protein, putative, expressed	CUST_14306_PI428634872	S_alt_contig11299	0	0.082214	0.0822142668	0.1681156877	0	1	0.5389109144	19.1	21.1	21.2	20.9	22.45	16.12	1	1	33	33	<.0001	0.0003	4.4000187104	3.4913225369	1	1	2	1
AT4G30950	GO:0015994/GO:0009507/GO:0035304/GO:0010205/GO:0019216/GO:0019288/GO:0009941/GO:0009507/GO:0009416/GO:0015995/GO:0009108/GO:0035304/GO:0009941/GO:0008652/GO:0009117/GO:0006733/GO:0019684/GO:0009941/GO:0009695/GO:0008652/GO:0009941/GO:0006636/GO:0009941/GO:0009941/GO:0000096/GO:0009941/GO:0006629/GO:0006766/GO:0015995/GO:0009117/GO:0006655/GO:0019684/GO:0006633/GO:0019288/GO:0009941/GO:0009507/GO:0009106/GO:0035304/GO:0009941/GO:0009072/GO:0009072/GO:0000096/GO:0006733/GO:0016117/GO:0009106/GO:0019748/GO:0031408/GO:0031408/GO:0009941/GO:0010205/GO:0006636/GO:0016117/GO:0006655/GO:0010205/GO:0009695/GO:0019684/GO:0006633/GO:0010205/GO:0015994/GO:0044272/GO:0009941/GO:0045485/GO:0009108/GO:0009941/GO:0006546/GO:0006546/GO:0044272	S_alt_contig11308	LOC_Os08g34220.1|13108.m03580|cDNA omega-6 fatty acid desaturase, chloroplast precursor, putative, expressed	CUST_14311_PI428634872	S_alt_contig11308	0.070939	0.044336	0.1152753695	0.268111201	0.615387	0.384613	0.8569209465	5.8	9.8	10.2	9.3	13.89	0.25	1	1	33	33	0.0007	0.6202	3.1390029269	0.2074805065	1	0	1	0.5
AT2G28520	GO:0005794/GO:0033177/GO:0005768/GO:0005768/GO:0005802/GO:0015078/GO:0012510/GO:0012510/GO:0005794/GO:0005773/GO:0012510/GO:0012510/GO:0016887/GO:0005737/GO:0012510/GO:0012510/GO:0012510/GO:0070070/GO:0005773/GO:0012510	S_alt_contig11309_RC	LOC_Os01g61780.1|13101.m06597|cDNA	CUST_14312_PI428634872	S_alt_contig11309_RC	0.008827	0.015005	0.0238317965	0.0694794256	0.370375	0.629625	0.8108007383	-32.5	-28.5	-28.1	-29.0	8.39	17.76	1	1	33	33	0.0066	0.0002	2.1776373468	3.7395195927	1	1	2	1
NA		S_alt_contig11323_NB		CUST_14319_PI428634872	S_alt_contig11323_NB	0.062073	0.050115	0.1121879214	0.3360067606	0.553293	0.446707	0.8706417363	9.1	13.1	13.5	12.7	2.67	18.61	1	1	33	33	0.1120	0.0001	0.9507599864	3.8631780289	0	1	1	0.5
AT3G23430	GO:0015698/GO:0009805/GO:0006817/GO:0005886/GO:0005794/GO:0009805/GO:0010106/GO:0005802/GO:0009611/GO:0000041/GO:0005886/GO:0006817/GO:0010106/GO:0010167/GO:0016021/GO:0015114/GO:0016036/GO:0006826/GO:0016036/GO:0016036/GO:0016036/GO:0015706	S_alt_contig11324	LOC_Os02g56510.1|13102.m06494|cDNA	CUST_14320_PI428634872	S_alt_contig11324	0.008672	0.161572	0.1702436266	0.4452300711	0.050937	0.949063	0.6654181976	42.2	46.2	46.6	45.8	25.42	21.84	1	1	33	33	<.0001	<.0001	4.7871183641	4.3181329184	1	1	2	1
AT1G09630	GO:0016192/GO:0007264/GO:0005886/GO:0005768/GO:0019932/GO:0005525/GO:0000910/GO:0009504/GO:0005886/GO:0005525/GO:0009504/GO:0005768/GO:0015031/GO:0005525/GO:0005829/GO:0005886/GO:0005525	S_alt_contig11329_RC	LOC_Os03g62600.1|13103.m06918|cDNA ras-related protein, putative, expressed	CUST_14324_PI428634872	S_alt_contig11329_RC	0.005747	0.01736	0.0231064384	0.0367694988	0.248703	0.751297	0.5817697369	-29.0	-25.0	-24.6	-25.4	0.05	11.73	1	1	33	33	0.8264	0.0017	0.0828112958	2.7793200452	0	1	1	0.5
AT5G09860	GO:0010267/GO:0003674/GO:0005634/GO:0010267/GO:0050832/GO:0050832/GO:0006406/GO:0006406/GO:0031047/GO:0006406/GO:0031047	S_alt_contig11334	LOC_Os03g01970.1|13103.m00138|cDNA THO complex subunit 1, putative, expressed	CUST_14328_PI428634872	S_alt_contig11334	0.012698	0.036034	0.0487323696	0.0798687298	0.260576	0.739424	0.6008711691	-4.8	-0.8	-0.4	-1.2	3.09	9.19	1	1	33	33	0.0881	0.0047	1.0548509931	2.3267234319	0	1	1	0.5
AT2G41770	GO:0016757/GO:0005802/GO:0008150/GO:0009507/GO:0005768/GO:0005794/GO:0005768/GO:0005794	S_5sp_contig25528	LOC_Os05g32500.2|13105.m03349|cDNA	CUST_1432_PI428634872	S_5sp_contig25528	0.053548	0.175867	0.2294152382	0.3178320986	0.23341	0.76659	0.4904931282	69.1	73.1	73.4	72.7	9.55	0.23	1	1	51	51	0.0032	0.6366	2.489907301	0.1961297959	1	0	1	0.5
AT4G31810	GO:0003824/GO:0010388/GO:0006635/GO:0006635/GO:0009640/GO:0034968/GO:0034968/GO:0034968/GO:0003860/GO:0010388/GO:0010388/GO:0034968/GO:0009220/GO:0005739/GO:0008152/GO:0009220/GO:0009640/GO:0005739/GO:0009909	S_alt_contig11339_RC	LOC_Os10g40540.1|13110.m03755|cDNA enoyl-CoA hydratase/isomerase family protein, putative, expressed	CUST_14332_PI428634872	S_alt_contig11339_RC	0.122556	0.020375	0.1429302754	0.2876397229	0.857451	0.142549	0.9391218036	-16.1	-12.1	-11.7	-12.6	0.69	8.83	1	1	33	33	0.4130	0.0055	0.3840097098	2.2592976921	0	1	1	0.5
AT5G66810	GO:0016192/GO:0006486/GO:0005634/GO:0006623/GO:0006486/GO:0006623/GO:0006486/GO:0008150/GO:0003674	S_alt_contig11342_RC	LOC_Os10g24070.1|13110.m02009|cDNA expressed protein	CUST_14334_PI428634872	S_alt_contig11342_RC	0.000515	0.018531	0.0190451962	0.0725376978	0.027021	0.972979	0.7622640478	-29.6	-25.6	-25.2	-26.1	32.35	56.38	1	1	33	33	<.0001	<.0001	5.6153911061	7.9073355181	1	1	2	1
AT3G56850	GO:0009738/GO:0003700/GO:0045893/GO:0003700/GO:0003700/GO:0003700/GO:0046983/GO:0006355/GO:0005634/GO:0043565/GO:0003700/GO:0006355/GO:0003677/GO:0006355/GO:0006355/GO:0006355/GO:0006355/GO:0045893/GO:0009738/GO:0005634/GO:0003677/GO:0009737/GO:0045893	S_alt_contig11345	LOC_Os05g41070.1|13105.m04352|cDNA	CUST_14335_PI428634872	S_alt_contig11345	0.041634	0.031543	0.0731774634	0.1220584312	0.568946	0.431054	0.7760061474	-6.0	-2.0	-1.6	-2.4	7.98	0.84	1	1	33	33	0.0080	0.3665	2.0993174713	0.4359248728	1	0	1	0.5
AT5G60340	GO:0016491/GO:0004017/GO:0006366/GO:0000394/GO:0000394/GO:0009826/GO:0046939/GO:0005634/GO:0005634/GO:0005515/GO:0080186/GO:0008152/GO:0004017/GO:0004017/GO:0046939/GO:0005634/GO:0009826/GO:0004017	S_alt_contig11358	LOC_Os07g22950.1|13107.m02251|cDNA adenylate kinase isoenzyme 6, putative, expressed	CUST_14339_PI428634872	S_alt_contig11358	0.028869	0.054127	0.0829961421	0.1434769825	0.34784	0.65216	0.6689440082	9.6	13.6	14.0	13.2	1.07	10.87	1	1	33	33	0.3079	0.0023	0.511637948	2.6305034795	0	1	1	0.5
NA		S_alt_contig11359_NB		CUST_14340_PI428634872	S_alt_contig11359_NB	0.003086	0.042152	0.045237984	0.0869958938	0.068218	0.931782	0.5558346507	-1.9	2.1	2.5	1.7	17.76	8.58	1	1	33	33	0.0002	0.0061	3.7391474081	2.2137549159	1	1	2	1
AT5G43330	GO:0005829/GO:0009506/GO:0055114/GO:0048046/GO:0016615/GO:0005886/GO:0006108/GO:0016616/GO:0000166/GO:0016491/GO:0030060/GO:0005737/GO:0003824/GO:0044262/GO:0006108/GO:0005975/GO:0044262/GO:0016615	S_alt_contig11373_RC	LOC_Os10g33800.1|13110.m02989|cDNA	CUST_14353_PI428634872	S_alt_contig11373_RC	0.027572	0.015799	0.0433712638	0.0911941156	0.63572	0.36428	0.8502064157	-28.0	-24.0	-23.6	-24.5	10.70	1.29	1	1	33	33	0.0025	0.2638	2.6006369762	0.5787578876	1	0	1	0.5
AT3G05760	GO:0005634/GO:0008270/GO:0008150/GO:0008270/GO:0003676/GO:0005622/GO:0003676/GO:0005634	S_alt_contig11380	LOC_Os03g61640.1|13103.m06790|cDNA	CUST_14354_PI428634872	S_alt_contig11380	0.00533	0.024018	0.0293478299	0.0787935509	0.181619	0.818381	0.7275211549	-19.0	-15.0	-14.6	-15.4	7.24	26.14	1	1	33	33	0.0111	<.0001	1.954624302	4.8784261844	0	1	1	0.5
AT3G05760	GO:0005634/GO:0008270/GO:0008150/GO:0008270/GO:0003676/GO:0005622/GO:0003676/GO:0005634	S_alt_contig11381	LOC_Os03g61640.1|13103.m06790|cDNA	CUST_14355_PI428634872	S_alt_contig11381	0.019711	0.054846	0.0745570747	0.1151458965	0.264374	0.735626	0.578791943	9.2	13.2	13.6	12.7	10.39	0.38	1	1	33	33	0.0028	0.5403	2.545401402	0.2673760109	1	0	1	0.5
AT1G17050	GO:0009570/GO:0006744/GO:0006744/GO:0009507/GO:0015979/GO:0009570/GO:0009570/GO:0015979/GO:0008299/GO:0009536/GO:0009507/GO:0006744/GO:0016765/GO:0050347/GO:0008299/GO:0009570/GO:0006744	S_alt_contig11383	LOC_Os12g17320.1|13112.m01835|cDNA	CUST_14357_PI428634872	S_alt_contig11383	0.021168	0.013539	0.0347070477	0.1116207724	0.609903	0.390097	0.8950308473	-33.4	-29.4	-29.0	-29.9	17.24	4.67	1	1	33	33	0.0002	0.0381	3.661064213	1.4195028692	1	0	1	0.5
AT2G38670	GO:0031307/GO:0016779/GO:0009058/GO:0004306/GO:0006646/GO:0006646/GO:0031307/GO:0009058/GO:0003824/GO:0005739/GO:0031307/GO:0031307/GO:0005634/GO:0031307/GO:0004306/GO:0005739/GO:0031307/GO:0031307/GO:0031307	S_alt_contig11389	LOC_Os12g02820.1|13112.m00229|cDNA	CUST_14360_PI428634872	S_alt_contig11389	0.018163	0.025917	0.0440803011	0.1302058526	0.412052	0.587948	0.8261114796	-14.1	-10.1	-9.7	-10.5	0.18	24.84	1	1	33	33	0.6776	<.0001	0.1690429227	4.713976684	0	1	1	0.5
AT2G38670	GO:0031307/GO:0016779/GO:0009058/GO:0004306/GO:0006646/GO:0006646/GO:0031307/GO:0009058/GO:0003824/GO:0005739/GO:0031307/GO:0031307/GO:0005634/GO:0031307/GO:0004306/GO:0005739/GO:0031307/GO:0031307/GO:0031307	S_alt_contig11390	LOC_Os12g02820.1|13112.m00229|cDNA	CUST_14361_PI428634872	S_alt_contig11390	0.00515	0.042425	0.0475751426	0.0919581187	0.108256	0.891744	0.5816780633	-1.1	2.9	3.3	2.5	3.86	19.67	1	1	33	33	0.0579	<.0001	1.2375090917	4.0165596474	0	1	1	0.5
AT2G17420	GO:0046686/GO:0019430/GO:0050660/GO:0009507/GO:0005829/GO:0005759/GO:0048316/GO:0045454/GO:0042964/GO:0005759/GO:0016049/GO:0009846/GO:0050660/GO:0005759/GO:0005829/GO:0004791/GO:0019430/GO:0005737/GO:0004791/GO:0019430/GO:0042964/GO:0016491/GO:0055114/GO:0042964	S_alt_contig11395	LOC_Os02g48290.1|13102.m05454|cDNA	CUST_14364_PI428634872	S_alt_contig11395	0.002238	0.064988	0.0672255287	0.1031827597	0.033291	0.966709	0.415405675	11.9	15.9	16.3	15.4	8.75	9.44	1	1	33	33	0.0057	0.0042	2.2447698253	2.3738025284	1	1	2	1
